subject,window_id,start_trial,end_trial,acc_ra,acc_w0,acc_w05,delta_dev_vs_ra,rho_kcar,rho_kcar_retro,d_src,d_src_retro,d_tgt,d_tgt_retro,sigma_recent,sigma_recent_retro,entropy,entropy_retro,conf_max,conf_max_retro,label,rho_kcar_causal,d_tgt_causal,sigma_recent_causal,budget_rank_rho_kcar_retro,budget_rank_rho_kcar_causal,budget_rank_d_tgt_retro,budget_rank_d_tgt_causal,budget_rank_sigma_recent_retro,budget_rank_sigma_recent_causal,policy,setting,coverage,score_column,score_value,budget_rank,budget_k,use_partial_alignment,selected_action,selected_accuracy,selected_delta_vs_ra
1,4,128,160,0.59375,0.59375,0.5625,0.0,0.9470354571728572,0.9470354571728572,2.6402567897950564,2.6402567897950564,2.1397552803808573,2.1397552803808573,0.505921312861914,0.505921312861914,1.1185939865709504,1.1185939865709504,0.5287151159969832,0.5287151159969832,neutral,0.8266196609606448,2.090459079890082,0.5050428849020417,3,9,5,6,6,6,kcar,retrospective,0.5,rho_kcar_retro,0.9470354571728572,3,4,1,use_partial_alignment,0.5625,-0.03125
1,5,160,192,0.59375,0.53125,0.59375,0.0,0.9341285239347754,0.9341285239347754,2.4843143696773518,2.4843143696773518,2.1097878437150275,2.1097878437150275,0.5258367565047088,0.5258367565047088,1.1535510432576586,1.1535510432576586,0.4999012549479912,0.4999012549479912,neutral,0.9470354571728572,2.1397552803808573,0.505921312861914,4,3,6,4,5,5,kcar,retrospective,0.5,rho_kcar_retro,0.9341285239347754,4,4,1,use_partial_alignment,0.59375,0.0
1,6,192,224,0.46875,0.5,0.5,0.03125,0.8684887251060256,0.8684887251060256,2.4680562458687936,2.4680562458687936,2.2969328625793306,2.2969328625793306,0.5429061765477551,0.5429061765477551,1.172122956781775,1.172122956781775,0.4898454898545699,0.4898454898545699,deviation-beneficial,0.9341285239347754,2.1097878437150275,0.5258367565047088,8,4,4,5,3,4,kcar,retrospective,0.5,rho_kcar_retro,0.8684887251060256,8,4,0,stay_with_ra,0.46875,0.0
1,7,224,256,0.4375,0.5,0.46875,0.0625,0.926056266853136,0.926056266853136,2.7307993661257104,2.7307993661257104,2.3437537772333488,2.3437537772333488,0.5654488676145908,0.5654488676145908,1.1433700017019373,1.1433700017019373,0.499615524306297,0.499615524306297,deviation-beneficial,0.8684887251060256,2.2969328625793306,0.5429061765477551,6,8,3,3,1,2,kcar,retrospective,0.5,rho_kcar_retro,0.926056266853136,6,4,0,stay_with_ra,0.4375,0.0
1,8,256,288,0.59375,0.59375,0.5625,0.0,0.9490932620577768,0.9490932620577768,2.682569670467276,2.682569670467276,2.3615847525993,2.3615847525993,0.5500257365923684,0.5500257365923684,1.200669566594983,1.200669566594983,0.4620349428640006,0.4620349428640006,neutral,0.926056266853136,2.3437537772333488,0.5654488676145908,2,6,1,2,2,1,kcar,retrospective,0.5,rho_kcar_retro,0.9490932620577768,2,4,1,use_partial_alignment,0.5625,-0.03125
2,0,0,32,0.21875,0.3125,0.25,0.09375,0.9122906706386212,0.9122906706386212,3.682739177615143,3.682739177615143,1.225726501222412,1.225726501222412,0.3979896154186027,0.3979896154186027,1.2618182331716707,1.2618182331716707,0.4269974385551951,0.4269974385551951,deviation-beneficial,0.9122906706386212,1.225726501222412,0.3979896154186027,1,1,8,7,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.9122906706386212,1,4,1,use_partial_alignment,0.25,0.03125
2,1,32,64,0.25,0.25,0.28125,0.03125,0.8953632742287378,0.8953632742287378,4.047763524332359,4.047763524332359,1.939962132355601,1.939962132355601,0.7301983456439578,0.7301983456439578,1.07738616041456,1.07738616041456,0.5329192254961882,0.5329192254961882,deviation-beneficial,0.9122906706386212,1.225726501222412,0.3979896154186027,4,2,2,8,5,9,kcar,retrospective,0.5,rho_kcar_retro,0.8953632742287378,4,4,1,use_partial_alignment,0.28125,0.03125
2,2,64,96,0.125,0.21875,0.1875,0.09375,0.8743159314496687,0.8743159314496687,3.642377208832314,3.642377208832314,1.2613391036636494,1.2613391036636494,0.7707618971270587,0.7707618971270587,1.240893736014634,1.240893736014634,0.4332169736834449,0.4332169736834449,deviation-beneficial,0.8953632742287378,1.939962132355601,0.7301983456439578,5,4,7,2,2,5,kcar,retrospective,0.5,rho_kcar_retro,0.8743159314496687,5,4,0,stay_with_ra,0.125,0.0
2,3,96,128,0.25,0.1875,0.15625,-0.0625,0.7575903528304065,0.7575903528304065,4.6138075828353085,4.6138075828353085,2.073085746176142,2.073085746176142,0.9630359018777976,0.9630359018777976,1.1082729366140451,1.1082729366140451,0.4974487604635407,0.4974487604635407,ra-safe,0.8743159314496687,1.2613391036636494,0.7707618971270587,8,5,1,6,1,2,kcar,retrospective,0.5,rho_kcar_retro,0.7575903528304065,8,4,0,stay_with_ra,0.25,0.0
2,4,128,160,0.1875,0.21875,0.1875,0.03125,0.899760085353534,0.899760085353534,3.602745547536917,3.602745547536917,1.457930583195544,1.457930583195544,0.743314081139809,0.743314081139809,1.167315061100899,1.167315061100899,0.492760252540205,0.492760252540205,deviation-beneficial,0.7575903528304065,2.073085746176142,0.9630359018777976,3,8,5,1,4,1,kcar,retrospective,0.5,rho_kcar_retro,0.899760085353534,3,4,1,use_partial_alignment,0.1875,0.0
2,5,160,192,0.125,0.25,0.21875,0.125,0.8557850816790651,0.8557850816790651,3.0017707760830867,3.0017707760830867,1.1725327168661823,1.1725327168661823,0.530581477560014,0.530581477560014,1.243765711841849,1.243765711841849,0.4327159760761249,0.4327159760761249,deviation-beneficial,0.899760085353534,1.457930583195544,0.743314081139809,6,3,9,5,7,4,kcar,retrospective,0.5,rho_kcar_retro,0.8557850816790651,6,4,0,stay_with_ra,0.125,0.0
2,6,192,224,0.28125,0.28125,0.25,0.0,0.776504718201804,0.776504718201804,3.499483322093232,3.499483322093232,1.47325773878303,1.47325773878303,0.7600724156796579,0.7600724156796579,1.230937513084812,1.230937513084812,0.4239511872009333,0.4239511872009333,neutral,0.8557850816790651,1.1725327168661823,0.530581477560014,7,6,4,9,3,7,kcar,retrospective,0.5,rho_kcar_retro,0.776504718201804,7,4,0,stay_with_ra,0.28125,0.0
2,7,224,256,0.25,0.1875,0.21875,-0.03125,0.7538521366824299,0.7538521366824299,3.310076168781846,3.310076168781846,1.7434631838305243,1.7434631838305243,0.7012855289769233,0.7012855289769233,1.2684740639605978,1.2684740639605978,0.4009910950982556,0.4009910950982556,ra-safe,0.776504718201804,1.47325773878303,0.7600724156796579,9,7,3,4,6,3,kcar,retrospective,0.5,rho_kcar_retro,0.7538521366824299,9,4,0,stay_with_ra,0.25,0.0
2,8,256,288,0.28125,0.28125,0.34375,0.0625,0.9022298110487984,0.9022298110487984,2.588431206665828,2.588431206665828,1.3934716992173066,1.3934716992173066,0.4094131489835592,0.4094131489835592,1.1581906874429182,1.1581906874429182,0.4758769128329533,0.4758769128329533,deviation-beneficial,0.7538521366824299,1.7434631838305243,0.7012855289769233,2,9,6,3,8,6,kcar,retrospective,0.5,rho_kcar_retro,0.9022298110487984,2,4,1,use_partial_alignment,0.34375,0.0625
3,0,0,32,0.625,0.46875,0.6875,0.0625,0.9176380572628652,0.9176380572628652,2.3382667440946605,2.3382667440946605,2.060043038455592,2.060043038455592,0.4403206137596414,0.4403206137596414,1.1862509776992631,1.1862509776992631,0.4769023367842653,0.4769023367842653,deviation-beneficial,0.9176380572628652,2.060043038455592,0.4403206137596414,6,5,5,5,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.9176380572628652,6,4,0,stay_with_ra,0.625,0.0
3,1,32,64,0.75,0.5,0.71875,-0.03125,0.9410252460533276,0.9410252460533276,2.3084701813869257,2.3084701813869257,2.086405372593103,2.086405372593103,0.452746148644252,0.452746148644252,1.1611209344318305,1.1611209344318305,0.5004953181511195,0.5004953181511195,ra-safe,0.9176380572628652,2.060043038455592,0.4403206137596414,2,6,3,6,7,9,kcar,retrospective,0.5,rho_kcar_retro,0.9410252460533276,2,4,1,use_partial_alignment,0.71875,-0.03125
3,2,64,96,0.6875,0.625,0.78125,0.09375,0.9346270182888916,0.9346270182888916,2.3104609644266625,2.3104609644266625,2.0756534158801214,2.0756534158801214,0.4870012845596272,0.4870012845596272,1.1361780030513562,1.1361780030513562,0.5009803716132032,0.5009803716132032,deviation-beneficial,0.9410252460533276,2.086405372593103,0.452746148644252,3,1,4,3,6,7,kcar,retrospective,0.5,rho_kcar_retro,0.9346270182888916,3,4,1,use_partial_alignment,0.78125,0.09375
3,3,96,128,0.59375,0.25,0.46875,-0.125,0.8777755615625108,0.8777755615625108,2.459532422454514,2.459532422454514,2.175934305948962,2.175934305948962,0.5161935389904335,0.5161935389904335,1.1728425416959185,1.1728425416959185,0.488041861853429,0.488041861853429,ra-safe,0.9346270182888916,2.0756534158801214,0.4870012845596272,8,2,2,4,4,6,kcar,retrospective,0.5,rho_kcar_retro,0.8777755615625108,8,4,0,stay_with_ra,0.59375,0.0
3,4,128,160,0.71875,0.46875,0.5625,-0.15625,0.9345845475174456,0.9345845475174456,2.738188248842097,2.738188248842097,2.198619347035331,2.198619347035331,0.5355872773336126,0.5355872773336126,1.0916959448666856,1.0916959448666856,0.5374393880085993,0.5374393880085993,ra-safe,0.8777755615625108,2.175934305948962,0.5161935389904335,4,8,1,2,2,4,kcar,retrospective,0.5,rho_kcar_retro,0.9345845475174456,4,4,1,use_partial_alignment,0.5625,-0.15625
3,5,160,192,0.65625,0.34375,0.625,-0.03125,0.8881785043967646,0.8881785043967646,2.6566060203923856,2.6566060203923856,1.9548943239965253,1.9548943239965253,0.5192857227379669,0.5192857227379669,1.0897340782171203,1.0897340782171203,0.5403742681685256,0.5403742681685256,ra-safe,0.9345845475174456,2.198619347035331,0.5355872773336126,7,3,7,1,3,2,kcar,retrospective,0.5,rho_kcar_retro,0.8881785043967646,7,4,0,stay_with_ra,0.65625,0.0
3,6,192,224,0.59375,0.375,0.53125,-0.0625,0.8423245981612135,0.8423245981612135,2.744284316462897,2.744284316462897,2.0496593529812857,2.0496593529812857,0.5398694361134759,0.5398694361134759,1.157560114410754,1.157560114410754,0.4954898524380781,0.4954898524380781,ra-safe,0.8881785043967646,1.9548943239965253,0.5192857227379669,9,7,6,8,1,3,kcar,retrospective,0.5,rho_kcar_retro,0.8423245981612135,9,4,0,stay_with_ra,0.59375,0.0
3,7,224,256,0.65625,0.46875,0.5,-0.15625,0.9244302736185348,0.9244302736185348,2.820118936529465,2.820118936529465,1.837673231168371,1.837673231168371,0.5025821782153896,0.5025821782153896,1.1312728140802104,1.1312728140802104,0.5064295363523542,0.5064295363523542,ra-safe,0.8423245981612135,2.0496593529812857,0.5398694361134759,5,9,8,7,5,1,kcar,retrospective,0.5,rho_kcar_retro,0.9244302736185348,5,4,0,stay_with_ra,0.65625,0.0
3,8,256,288,0.59375,0.625,0.65625,0.0625,0.951763226548086,0.951763226548086,2.7064922853625166,2.7064922853625166,1.728662232623617,1.728662232623617,0.4465287474419779,0.4465287474419779,1.0639551406882857,1.0639551406882857,0.545387034439168,0.545387034439168,deviation-beneficial,0.9244302736185348,1.837673231168371,0.5025821782153896,1,4,9,9,8,5,kcar,retrospective,0.5,rho_kcar_retro,0.951763226548086,1,4,1,use_partial_alignment,0.65625,0.0625
4,0,0,32,0.375,0.3125,0.34375,-0.03125,0.8587215117154235,0.8587215117154235,2.994998403339244,2.994998403339244,1.4280531013832367,1.4280531013832367,0.3148102725532436,0.3148102725532436,1.2321861002640195,1.2321861002640195,0.4495036395958828,0.4495036395958828,ra-safe,0.8587215117154235,1.4280531013832367,0.3148102725532436,9,8,9,8,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.8587215117154235,9,4,0,stay_with_ra,0.375,0.0
4,1,32,64,0.375,0.375,0.375,0.0,0.944827198593532,0.944827198593532,2.8069251902854453,2.8069251902854453,1.5616756568884855,1.5616756568884855,0.3607421653286687,0.3607421653286687,1.2371435223419776,1.2371435223419776,0.4457574842023228,0.4457574842023228,neutral,0.8587215117154235,1.4280531013832367,0.3148102725532436,3,9,6,9,8,9,kcar,retrospective,0.5,rho_kcar_retro,0.944827198593532,3,4,1,use_partial_alignment,0.375,0.0
4,2,64,96,0.40625,0.34375,0.4375,0.03125,0.9700079909917652,0.9700079909917652,2.81478072316376,2.81478072316376,1.5622762679729585,1.5622762679729585,0.3983090580235922,0.3983090580235922,1.2520511774564262,1.2520511774564262,0.4291627181298706,0.4291627181298706,deviation-beneficial,0.944827198593532,1.5616756568884855,0.3607421653286687,1,3,5,5,5,7,kcar,retrospective,0.5,rho_kcar_retro,0.9700079909917652,1,4,1,use_partial_alignment,0.4375,0.03125
4,3,96,128,0.4375,0.3125,0.375,-0.0625,0.9195399861525252,0.9195399861525252,2.808004283153928,2.808004283153928,1.5066999846299,1.5066999846299,0.3738681415691579,0.3738681415691579,1.2322180698334542,1.2322180698334542,0.4434411632147191,0.4434411632147191,ra-safe,0.9700079909917652,1.5622762679729585,0.3983090580235922,5,1,8,4,7,4,kcar,retrospective,0.5,rho_kcar_retro,0.9195399861525252,5,4,0,stay_with_ra,0.4375,0.0
4,4,128,160,0.28125,0.25,0.21875,-0.03125,0.8935107210591352,0.8935107210591352,2.7805109943574213,2.7805109943574213,1.6710336273789494,1.6710336273789494,0.4017641811195458,0.4017641811195458,1.2187907387961685,1.2187907387961685,0.4443981507817355,0.4443981507817355,ra-safe,0.9195399861525252,1.5066999846299,0.3738681415691579,8,5,2,7,4,6,kcar,retrospective,0.5,rho_kcar_retro,0.8935107210591352,8,4,0,stay_with_ra,0.28125,0.0
4,5,160,192,0.3125,0.34375,0.375,0.0625,0.8968040883293659,0.8968040883293659,2.3098981536127665,2.3098981536127665,1.683354385019824,1.683354385019824,0.4088278387075318,0.4088278387075318,1.2078272425604624,1.2078272425604624,0.4562938145005459,0.4562938145005459,deviation-beneficial,0.8935107210591352,1.6710336273789494,0.4017641811195458,6,7,1,2,3,3,kcar,retrospective,0.5,rho_kcar_retro,0.8968040883293659,6,4,0,stay_with_ra,0.3125,0.0
4,6,192,224,0.53125,0.46875,0.53125,0.0,0.9325908132290288,0.9325908132290288,2.5141441120164227,2.5141441120164227,1.5094701177744156,1.5094701177744156,0.4145093830678178,0.4145093830678178,1.2309895430562587,1.2309895430562587,0.4319282477368645,0.4319282477368645,neutral,0.8968040883293659,1.683354385019824,0.4088278387075318,4,6,7,1,2,2,kcar,retrospective,0.5,rho_kcar_retro,0.9325908132290288,4,4,1,use_partial_alignment,0.53125,0.0
4,7,224,256,0.375,0.25,0.25,-0.125,0.9647545066924346,0.9647545066924346,2.4680155264892054,2.4680155264892054,1.5637673311643692,1.5637673311643692,0.3956041697463387,0.3956041697463387,1.2026139808114091,1.2026139808114091,0.4680972593014767,0.4680972593014767,ra-safe,0.9325908132290288,1.5094701177744156,0.4145093830678178,2,4,4,6,6,1,kcar,retrospective,0.5,rho_kcar_retro,0.9647545066924346,2,4,1,use_partial_alignment,0.25,-0.125
4,8,256,288,0.375,0.375,0.34375,0.0,0.8967940303269393,0.8967940303269393,2.5698070764222964,2.5698070764222964,1.57367422853648,1.57367422853648,0.4178286301770704,0.4178286301770704,1.2350772348137684,1.2350772348137684,0.4453265554306868,0.4453265554306868,neutral,0.9647545066924346,1.5637673311643692,0.3956041697463387,7,2,3,3,1,5,kcar,retrospective,0.5,rho_kcar_retro,0.8967940303269393,7,4,0,stay_with_ra,0.375,0.0
5,0,0,32,0.5,0.375,0.4375,-0.0625,0.8190726207405825,0.8190726207405825,6.962030665804688,6.962030665804688,1.5100720068270024,1.5100720068270024,0.6344780256390623,0.6344780256390623,1.2322722365978942,1.2322722365978942,0.4354287165324906,0.4354287165324906,ra-safe,0.8190726207405825,1.5100720068270024,0.6344780256390623,7,6,3,3,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.8190726207405825,7,4,0,stay_with_ra,0.5,0.0
5,1,32,64,0.28125,0.25,0.25,-0.03125,0.882932778869043,0.882932778869043,6.662764810659658,6.662764810659658,1.522071530077204,1.522071530077204,0.7611179087834775,0.7611179087834775,1.201973411590747,1.201973411590747,0.4481804508380998,0.4481804508380998,ra-safe,0.8190726207405825,1.5100720068270024,0.6344780256390623,4,7,2,4,3,9,kcar,retrospective,0.5,rho_kcar_retro,0.882932778869043,4,4,1,use_partial_alignment,0.25,-0.03125
5,2,64,96,0.375,0.25,0.15625,-0.125,0.8186110203611815,0.8186110203611815,6.636063699628359,6.636063699628359,1.3860449383583724,1.3860449383583724,0.7533813912880616,0.7533813912880616,1.2287003430263232,1.2287003430263232,0.4266608757547533,0.4266608757547533,ra-safe,0.882932778869043,1.522071530077204,0.7611179087834775,8,3,4,2,5,3,kcar,retrospective,0.5,rho_kcar_retro,0.8186110203611815,8,4,0,stay_with_ra,0.375,0.0
5,3,96,128,0.21875,0.375,0.4375,0.21875,0.8672817191975039,0.8672817191975039,6.080697239636189,6.080697239636189,1.256586667372552,1.256586667372552,0.7994308254341485,0.7994308254341485,1.246910265446234,1.246910265446234,0.417368658145832,0.417368658145832,deviation-beneficial,0.8186110203611815,1.3860449383583724,0.7533813912880616,5,8,8,5,2,5,kcar,retrospective,0.5,rho_kcar_retro,0.8672817191975039,5,4,0,stay_with_ra,0.21875,0.0
5,4,128,160,0.3125,0.1875,0.21875,-0.09375,0.754300111776112,0.754300111776112,6.376214258040103,6.376214258040103,1.353533010604537,1.353533010604537,0.7996299096312038,0.7996299096312038,1.283511580330766,1.283511580330766,0.3928460348147068,0.3928460348147068,ra-safe,0.8672817191975039,1.256586667372552,0.7994308254341485,9,4,5,9,1,2,kcar,retrospective,0.5,rho_kcar_retro,0.754300111776112,9,4,0,stay_with_ra,0.3125,0.0
5,5,160,192,0.34375,0.28125,0.3125,-0.03125,0.8894371184181137,0.8894371184181137,6.156857733867079,6.156857733867079,1.575347276611222,1.575347276611222,0.7546198543642655,0.7546198543642655,1.163042651611139,1.163042651611139,0.4651588571382226,0.4651588571382226,ra-safe,0.754300111776112,1.353533010604537,0.7996299096312038,3,9,1,6,4,1,kcar,retrospective,0.5,rho_kcar_retro,0.8894371184181137,3,4,1,use_partial_alignment,0.3125,-0.03125
5,6,192,224,0.25,0.28125,0.3125,0.0625,0.9003016087471001,0.9003016087471001,7.319232732191166,7.319232732191166,1.335953768584361,1.335953768584361,0.6977189637795276,0.6977189637795276,1.23187514613836,1.23187514613836,0.4332778883718431,0.4332778883718431,deviation-beneficial,0.8894371184181137,1.575347276611222,0.7546198543642655,2,2,6,1,6,4,kcar,retrospective,0.5,rho_kcar_retro,0.9003016087471001,2,4,1,use_partial_alignment,0.3125,0.0625
5,7,224,256,0.1875,0.25,0.40625,0.21875,0.8657943576691849,0.8657943576691849,7.570600188046451,7.570600188046451,1.291612046135323,1.291612046135323,0.6784147684266915,0.6784147684266915,1.2595720193690223,1.2595720193690223,0.4056782362866213,0.4056782362866213,deviation-beneficial,0.9003016087471001,1.335953768584361,0.6977189637795276,6,1,7,7,8,6,kcar,retrospective,0.5,rho_kcar_retro,0.8657943576691849,6,4,0,stay_with_ra,0.1875,0.0
5,8,256,288,0.5,0.25,0.34375,-0.15625,0.9151774944801412,0.9151774944801412,6.906747062540616,6.906747062540616,1.2563035697418603,1.2563035697418603,0.6945217380626681,0.6945217380626681,1.2206041440091748,1.2206041440091748,0.4431742054892653,0.4431742054892653,ra-safe,0.8657943576691849,1.291612046135323,0.6784147684266915,1,5,9,8,7,7,kcar,retrospective,0.5,rho_kcar_retro,0.9151774944801412,1,4,1,use_partial_alignment,0.34375,-0.15625
6,0,0,32,0.53125,0.21875,0.34375,-0.1875,0.9009284079194912,0.9009284079194912,2.978324695128694,2.978324695128694,1.9576295991604773,1.9576295991604773,0.4091263235942224,0.4091263235942224,1.2487610878139774,1.2487610878139774,0.4375455548475243,0.4375455548475243,ra-safe,0.9009284079194912,1.9576295991604773,0.4091263235942224,4,3,3,2,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.9009284079194912,4,4,1,use_partial_alignment,0.34375,-0.1875
6,1,32,64,0.34375,0.21875,0.3125,-0.03125,0.8361113495346468,0.8361113495346468,2.89883252427529,2.89883252427529,1.831743274683124,1.831743274683124,0.4599050993407115,0.4599050993407115,1.2225971143413448,1.2225971143413448,0.462812541317845,0.462812541317845,ra-safe,0.9009284079194912,1.9576295991604773,0.4091263235942224,8,4,7,3,6,9,kcar,retrospective,0.5,rho_kcar_retro,0.8361113495346468,8,4,0,stay_with_ra,0.34375,0.0
6,2,64,96,0.3125,0.375,0.25,0.0625,0.9470281961693292,0.9470281961693292,3.0661503971003112,3.0661503971003112,1.9017629556193008,1.9017629556193008,0.4419080179918982,0.4419080179918982,1.1325576942318245,1.1325576942318245,0.502119998003369,0.502119998003369,deviation-beneficial,0.8361113495346468,1.831743274683124,0.4599050993407115,1,8,4,7,8,5,kcar,retrospective,0.5,rho_kcar_retro,0.9470281961693292,1,4,1,use_partial_alignment,0.25,-0.0625
6,3,96,128,0.3125,0.28125,0.34375,0.03125,0.8867919291937235,0.8867919291937235,3.706970752944756,3.706970752944756,1.861900071930427,1.861900071930427,0.4590553976927488,0.4590553976927488,1.2010545225526703,1.2010545225526703,0.4739674991528927,0.4739674991528927,deviation-beneficial,0.9470281961693292,1.9017629556193008,0.4419080179918982,6,1,5,4,7,7,kcar,retrospective,0.5,rho_kcar_retro,0.8867919291937235,6,4,0,stay_with_ra,0.3125,0.0
6,4,128,160,0.34375,0.21875,0.21875,-0.125,0.85964849360738,0.85964849360738,3.849371189364806,3.849371189364806,1.856294594000051,1.856294594000051,0.47681858816176,0.47681858816176,1.1769881074921562,1.1769881074921562,0.4744894571596153,0.4744894571596153,ra-safe,0.8867919291937235,1.861900071930427,0.4590553976927488,7,6,6,5,5,6,kcar,retrospective,0.5,rho_kcar_retro,0.85964849360738,7,4,0,stay_with_ra,0.34375,0.0
6,5,160,192,0.40625,0.21875,0.21875,-0.1875,0.7464370034922336,0.7464370034922336,3.744860310862577,3.744860310862577,1.788391150329836,1.788391150329836,0.5201467626586812,0.5201467626586812,1.1671713149955667,1.1671713149955667,0.492341851012633,0.492341851012633,ra-safe,0.85964849360738,1.856294594000051,0.47681858816176,9,7,8,6,1,4,kcar,retrospective,0.5,rho_kcar_retro,0.7464370034922336,9,4,0,stay_with_ra,0.40625,0.0
6,6,192,224,0.375,0.15625,0.28125,-0.09375,0.9433103314813828,0.9433103314813828,3.8602930465532097,3.8602930465532097,1.7831940743785788,1.7831940743785788,0.5026956119289374,0.5026956119289374,1.218586144554732,1.218586144554732,0.4443107055240476,0.4443107055240476,ra-safe,0.7464370034922336,1.788391150329836,0.5201467626586812,3,9,9,8,4,1,kcar,retrospective,0.5,rho_kcar_retro,0.9433103314813828,3,4,1,use_partial_alignment,0.28125,-0.09375
6,7,224,256,0.34375,0.3125,0.3125,-0.03125,0.8963006089388817,0.8963006089388817,3.9614837087681662,3.9614837087681662,1.9945070074785305,1.9945070074785305,0.5134659159585598,0.5134659159585598,1.1640103694575492,1.1640103694575492,0.4890081359855964,0.4890081359855964,ra-safe,0.9433103314813828,1.7831940743785788,0.5026956119289374,5,2,1,9,3,3,kcar,retrospective,0.5,rho_kcar_retro,0.8963006089388817,5,4,0,stay_with_ra,0.34375,0.0
6,8,256,288,0.21875,0.21875,0.25,0.03125,0.943951685619558,0.943951685619558,3.696579502853592,3.696579502853592,1.9777623849036077,1.9777623849036077,0.5191237489416589,0.5191237489416589,1.1784750931043544,1.1784750931043544,0.475895092844613,0.475895092844613,deviation-beneficial,0.8963006089388817,1.9945070074785305,0.5134659159585598,2,5,2,1,2,2,kcar,retrospective,0.5,rho_kcar_retro,0.943951685619558,2,4,1,use_partial_alignment,0.25,0.03125
7,0,0,32,0.53125,0.4375,0.5,-0.03125,0.8894906086576875,0.8894906086576875,2.507141277564651,2.507141277564651,1.4052965954919,1.4052965954919,0.2580636187248054,0.2580636187248054,1.2721758686094995,1.2721758686094995,0.4259865493086069,0.4259865493086069,ra-safe,0.8894906086576875,1.4052965954919,0.2580636187248054,6,6,6,5,9,8,kcar,retrospective,0.5,rho_kcar_retro,0.8894906086576875,6,4,0,stay_with_ra,0.53125,0.0
7,1,32,64,0.46875,0.4375,0.46875,0.0,0.9555925933734682,0.9555925933734682,2.113079976613212,2.113079976613212,1.4337304192358475,1.4337304192358475,0.3313971346856513,0.3313971346856513,1.274247001898742,1.274247001898742,0.4057007860509609,0.4057007860509609,neutral,0.8894906086576875,1.4052965954919,0.2580636187248054,1,7,5,6,6,9,kcar,retrospective,0.5,rho_kcar_retro,0.9555925933734682,1,4,1,use_partial_alignment,0.46875,0.0
7,2,64,96,0.40625,0.34375,0.4375,0.03125,0.8905889784313923,0.8905889784313923,2.175587606716221,2.175587606716221,1.5820404828665704,1.5820404828665704,0.3869761198414602,0.3869761198414602,1.2376509893581875,1.2376509893581875,0.4357123023711355,0.4357123023711355,deviation-beneficial,0.9555925933734682,1.4337304192358475,0.3313971346856513,5,1,3,4,3,5,kcar,retrospective,0.5,rho_kcar_retro,0.8905889784313923,5,4,0,stay_with_ra,0.40625,0.0
7,3,96,128,0.28125,0.34375,0.34375,0.0625,0.906032585798204,0.906032585798204,2.14246152208483,2.14246152208483,1.4716910479670084,1.4716910479670084,0.3764211798242536,0.3764211798242536,1.2738151921650902,1.2738151921650902,0.4018020102928625,0.4018020102928625,deviation-beneficial,0.8905889784313923,1.5820404828665704,0.3869761198414602,3,5,4,2,4,2,kcar,retrospective,0.5,rho_kcar_retro,0.906032585798204,3,4,1,use_partial_alignment,0.34375,0.0625
7,4,128,160,0.5,0.4375,0.46875,-0.03125,0.9545590449920596,0.9545590449920596,2.129181477016862,2.129181477016862,1.6914208634213976,1.6914208634213976,0.4051035448820211,0.4051035448820211,1.2343119974712464,1.2343119974712464,0.4512970267838559,0.4512970267838559,ra-safe,0.906032585798204,1.4716910479670084,0.3764211798242536,2,3,1,3,1,3,kcar,retrospective,0.5,rho_kcar_retro,0.9545590449920596,2,4,1,use_partial_alignment,0.46875,-0.03125
7,5,160,192,0.375,0.375,0.4375,0.0625,0.8962438624850252,0.8962438624850252,2.2017318620800816,2.2017318620800816,1.3032237089533485,1.3032237089533485,0.3375732724349289,0.3375732724349289,1.264126620331066,1.264126620331066,0.4127800501302393,0.4127800501302393,deviation-beneficial,0.9545590449920596,1.6914208634213976,0.4051035448820211,4,2,8,1,5,1,kcar,retrospective,0.5,rho_kcar_retro,0.8962438624850252,4,4,1,use_partial_alignment,0.4375,0.0625
7,6,192,224,0.3125,0.3125,0.3125,0.0,0.8873759546735043,0.8873759546735043,2.2071306000202258,2.2071306000202258,1.3773614200649025,1.3773614200649025,0.3283845985827492,0.3283845985827492,1.242143847821307,1.242143847821307,0.4395172425547488,0.4395172425547488,neutral,0.8962438624850252,1.3032237089533485,0.3375732724349289,7,4,7,8,7,4,kcar,retrospective,0.5,rho_kcar_retro,0.8873759546735043,7,4,0,stay_with_ra,0.3125,0.0
7,7,224,256,0.3125,0.21875,0.28125,-0.03125,0.8668534930122874,0.8668534930122874,2.2573139674385216,2.2573139674385216,1.2170032221003582,1.2170032221003582,0.3184411274828242,0.3184411274828242,1.2579107871982782,1.2579107871982782,0.4316269409922258,0.4316269409922258,ra-safe,0.8873759546735043,1.3773614200649025,0.3283845985827492,9,8,9,7,8,6,kcar,retrospective,0.5,rho_kcar_retro,0.8668534930122874,9,4,0,stay_with_ra,0.3125,0.0
